player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,lookup_name,lookup_full_name
2894,NS Naik,Right hand Bat, ,Wicketkeeper,Nikhil Shankar Naik,ns naik,nikhil shankar naik
8191,PN Mankad,Right hand Bat,Right arm Medium, ,Prerak Nileshkumar Mankad,pn mankad,prerak nileshkumar mankad
7621,K Kartikeya,Right hand Bat,"Slow Left arm Orthodox, Left arm Wrist spin", ,Kumar Kartikeya Singh,k kartikeya,kumar kartikeya singh
6520,AU Rashid,Right hand Bat,Legbreak, ,Adil Usman Rashid,au rashid,adil usman rashid
6519,IC Porel,Right hand Bat,Right arm Medium, ,Ishan Chandranath Porel,ic porel,ishan chandranath porel
5526,Virat Singh,Left hand Bat,Legbreak Googly, ,Virat Binod Singh,virat singh,virat binod singh
5181,Monu Kumar,Right hand Bat,Right arm Medium, ,Monu Kumar Singh,monu kumar,monu kumar singh
10159,SH Johnson,Left hand Bat,Left arm Fast,,Spencer Johnson,sh johnson,spencer johnson
11192,AA Kulkarni,Right hand Bat,Right arm Medium,,Arshin Kulkarni,aa kulkarni,arshin kulkarni
10169,SZ Mulani,Left hand Bat,Slow Left arm Orthodox,,Shams Mulani,sz mulani,shams mulani
11212,RJ Gleeson,Right hand Bat,Right arm Fast Medium,,Richard Gleeson,rj gleeson,richard gleeson
11429,V Kaverappa,Right hand Bat,Right arm Fast medium,,Vidhwath Kaverappa,v kaverappa,vidhwath kaverappa
10232,KT Maphaka,Left hand Bat,Left arm Fast,,Kwena Maphaka,kt maphaka,kwena maphaka
8808,D Jansen,Right hand Bat,Left arm Fast,,Duan Jansen,d jansen,duan jansen
10065,R Ravindra,Left hand Bat,Slow Left arm Orthodox,,Rachin Ravindra,r ravindra,rachin ravindra
10083,Sumit Kumar,Right hand Bat,Right arm Medium fast,,Sumit Kumar,sumit kumar,sumit kumar
10488,Saurav Chauhan,Left hand Bat,Right arm Offbreak,,Saurav Chauhan,saurav chauhan,saurav chauhan
6729,PVD Chameera,Right hand Bat,Right arm Fast, ,Pathira Vasan Dushmantha Chameera,pvd chameera,pathira vasan dushmantha chameera
10135,N Burger,Left hand Bat,Left arm Fast medium,,Nandre Burger,n burger,nandre burger
6798,Mukesh Choudhary,Left hand Bat,Left arm Medium, ,Mukesh Choudhary,mukesh choudhary,mukesh choudhary
6681,Tilak Varma,Left hand Bat,Right arm Offbreak, ,Namboori Thakur Tilak Varma,tilak varma,namboori thakur tilak varma
8355,Mukesh Kumar,Right hand Bat,Right arm Medium, ,Mukesh Kumar,mukesh kumar,mukesh kumar
4104,YBK Jaiswal,Left hand Bat,Legbreak, ,Yashasvi Bhupendra Kumar Jaiswal,ybk jaiswal,yashasvi bhupendra kumar jaiswal
11366,A Kamboj,Right hand Bat,Right arm Medium,,Anshul Kamboj,a kamboj,anshul kamboj
11834,Prince Yadav,Right hand Bat,Right arm Fast,,Prince Yadav,prince yadav,prince yadav
6054,AK Markram,Right hand Bat,Right arm Offbreak, ,Aiden Kyle Markram,ak markram,aiden kyle markram
2701,S Dube,Left hand Bat,Right arm Medium, ,Shivam Dube,s dube,shivam dube
1833,JC Archer,Right hand Bat,Right arm Fast, ,Jofra Chioke Archer,jc archer,jofra chioke archer
4059,Ravi Bishnoi,Right hand Bat,Legbreak Googly, ,Ravi Bishnoi,ravi bishnoi,ravi bishnoi
1740,H Klaasen,Right hand Bat,Right arm Offbreak,Wicketkeeper,Heinrich Klaasen,h klaasen,heinrich klaasen
3747,P Simran Singh,Right hand Bat, ,Wicketkeeper,Prabhsimran Singh,p simran singh,prabhsimran singh
4212,Kartik Tyagi,Right hand Bat,Right arm Fast, ,Kartik Tyagi,kartik tyagi,kartik tyagi
10291,A Raghuvanshi,Right hand Bat,Slow Left arm Orthodox,,Angkrish Raghuvanshi,a raghuvanshi,angkrish raghuvanshi
4098,JO Holder,Right hand Bat,Right arm Medium fast, ,Jason Omar Holder,jo holder,jason omar holder
4310,Shahbaz Ahmed,Left hand Bat,Slow Left arm Orthodox, ,Shahbaz Ahmed,shahbaz ahmed,shahbaz ahmed
10070,Sameer Rizvi,Right hand Bat,Right arm Offbreak,,Sameer Rizvi,sameer rizvi,sameer rizvi
4664,JR Hazlewood,Left hand Bat,Right arm Fast medium, ,Josh Reginald Hazlewood,jr hazlewood,josh reginald hazlewood
11282,MJ Suthar,Left hand Bat,Slow Left arm Orthodox,,Manav Suthar,mj suthar,manav suthar
5343,M Jansen,Right hand Bat,Left arm Medium fast, ,Marco Jansen,m jansen,marco jansen
8389,Arshad Khan,Left hand Bat,Left arm Medium,,Arshad Khan,arshad khan,arshad khan
2825,CV Varun,Right hand Bat,Legbreak Googly, ,Varun Chakravarthy Vinod,cv varun,varun chakravarthy vinod
11981,DL Vettori,Left hand Bat,Slow Left arm Orthodox, ,Daniel Luca Vettori,dl vettori,daniel luca vettori
9759,Sanvir Singh,Right hand Bat,Right arm Medium, ,Sanvir Singh,sanvir singh,sanvir singh
8769,Yudhvir Singh,Right hand Bat,Right arm Medium fast, ,Yudhvir Singh Charak,yudhvir singh,yudhvir singh charak
8930,Liton Das,Right hand Bat,Right arm Offbreak,Wicketkeeper,Litton Kumer Das,liton das,litton kumer das
12015,WPUJC Vaas,Left hand Bat,Left arm Fast medium, ,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,wpujc vaas,warnakulasuriya patabendige ushantha joseph chaminda vaas
12013,AS Yadav,Right hand Bat,Right arm Offbreak, ,Arjun Shivlal Yadav,as yadav,arjun shivlal yadav
12127,VRV Singh,Right hand Bat,Right arm Medium fast, ,Vikram Raj Vir Singh,vrv singh,vikram raj vir singh
12016,RP Singh,Right hand Bat,Left arm Fast medium, ,Rudra Pratap Singh,rp singh,rudra pratap singh
11984,GD McGrath,Right hand Bat,Right arm Fast medium, ,Glenn Donald McGrath,gd mcgrath,glenn donald mcgrath
11982,MF Maharoof,Right hand Bat,Right arm Fast medium, ,Mohamed Farveez Maharoof,mf maharoof,mohamed farveez maharoof
12295,HH Gibbs,Right hand Bat,Right arm Bowler, ,Herschelle Herman Gibbs,hh gibbs,herschelle herman gibbs
11924,LR Shukla,Right hand Bat,Right arm Medium, ,Laxmi Ratan Shukla,lr shukla,laxmi ratan shukla
9524,Vivrant Sharma,Left hand Bat,Legbreak Googly, ,Vivrant Sharma,vivrant sharma,vivrant sharma
8396,MG Bracewell,Left hand Bat,Right arm Offbreak,Wicketkeeper,Michael Gordon Bracewell,mg bracewell,michael gordon bracewell
11926,AB Agarkar,Right hand Bat,Right arm Fast, ,Ajit Bhalchandra Agarkar,ab agarkar,ajit bhalchandra agarkar
12012,SB Styris,Right hand Bat,Right arm Medium, ,Scott Bernard Styris,sb styris,scott bernard styris
8890,Naveen-ul-Haq,Right hand Bat,Right arm Medium fast, ,Naveen-ul-Haq Murid,naveen-ul-haq,naveen-ul-haq murid
12318,BJ Hodge,Right hand Bat,Right arm Offbreak, ,Bradley John Hodge,bj hodge,bradley john hodge
11996,S Chanderpaul,Left hand Bat,Legbreak, ,Shivnarine Chanderpaul,s chanderpaul,shivnarine chanderpaul
11963,T Kohli,Right hand Bat,Right arm Medium, ,Taruwar Sushil Kohli,t kohli,taruwar sushil kohli
11954,KC Sangakkara,Left hand Bat,Right arm Offbreak,Wicketkeeper,Kumar Chokshanada Sangakkara,kc sangakkara,kumar chokshanada sangakkara
12056,Shahid Afridi,Right hand Bat,Legbreak Googly, ,Sahibzada Mohammad Shahid Khan Afridi,shahid afridi,sahibzada mohammad shahid khan afridi
12323,Umar Gul,Right hand Bat,Right arm Fast medium, ,Umar Gul,umar gul,umar gul
11949,P Amarnath,Right hand Bat,Right arm Medium, ,Palani Amarnath,p amarnath,palani amarnath
12121,RR Sarwan,Right hand Bat,Legbreak, ,Ramnaresh Ronnie Sarwan,rr sarwan,ramnaresh ronnie sarwan
11993,MA Khote,Right hand Bat,Right arm Medium, ,Musavir Asmat Khote,ma khote,musavir asmat khote
11933,JH Kallis,Right hand Bat,Right arm Fast medium, ,Jacques Henry Kallis,jh kallis,jacques henry kallis
11983,B Geeves,Right hand Bat,Right arm Fast medium, ,Brett Geeves,b geeves,brett geeves
8605,Mohit Rathee,Right hand Bat,Legbreak, ,Mohit Rathee,mohit rathee,mohit rathee
9431,R Goyal,Left hand Bat,Left arm Wrist spin, ,Raghav Goyal,r goyal,raghav goyal
10707,Arshad Khan (2),Left hand Bat,Left arm Medium, ,Mohd Arshad Khan,arshad khan (2),mohd arshad khan
11952,K Goel,Left hand Bat,Right arm Offbreak, ,Karan Goel,k goel,karan goel
8569,SSB Magala,Right hand Bat,Right arm Fast medium, ,Sisanda Somila Bruce Magala,ssb magala,sisanda somila bruce magala
11947,S Badrinath,Right hand Bat,Right arm Offbreak, ,Subramaniam Badrinath,s badrinath,subramaniam badrinath
12071,VY Mahesh,Right hand Bat,Right arm Medium fast, ,Vijaykumar Yo Mahesh,vy mahesh,vijaykumar yo mahesh
11958,P Dharmani,Right hand Bat, ,Wicketkeeper,Pankaj Dharmani,p dharmani,pankaj dharmani
11923,Mohammad Hafeez,Right hand Bat,Right arm Offbreak, ,Mohammad Hafeez,mohammad hafeez,mohammad hafeez
11946,JDP Oram,Left hand Bat,Right arm Fast medium, ,Jacob David Philip Oram,jdp oram,jacob david philip oram
12105,D Kalyankrishna,Right hand Bat,Right arm Medium fast, ,Doddapaneni Kalyankrishna,d kalyankrishna,doddapaneni kalyankrishna
11986,ST Jayasuriya,Left hand Bat,Slow Left arm Orthodox, ,Sanath Teran Jayasuriya,st jayasuriya,sanath teran jayasuriya
11989,PR Shah,Right hand Bat, ,Wicketkeeper,Pinal Rohitbhai Shah,pr shah,pinal rohitbhai shah
11980,M Manhas,Right hand Bat,Right arm Offbreak,Wicketkeeper,Mithun Manhas,m manhas,mithun manhas
11959,B Lee,Right hand Bat,Right arm Fast, ,Brett Lee,b lee,brett lee
11921,RT Ponting,Right hand Bat,Right arm Medium, ,Ricky Thomas Ponting,rt ponting,ricky thomas ponting
11922,DJ Hussey,Right hand Bat,Right arm Offbreak, ,David John Hussey,dj hussey,david john hussey
12572,NK Patel,Left hand Bat,,,Niraj Kanubhai Patel,nk patel,niraj kanubhai patel
12338,SP Fleming,Left hand Bat, , ,Stephen Paul Fleming,sp fleming,stephen paul fleming
16455,TR Birt,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Travis Rodney Birt,tr birt,travis rodney birt
16953,AA Kazi,Left hand Bat,Slow Left arm Orthodox, ,Abrar Anjum Kazi,aa kazi,abrar anjum kazi
14798,J Theron,Right hand Bat,Right arm Medium fast, ,Juan Theron,j theron,juan theron
34126,SS Mundhe,Right hand Bat,Right arm Medium, ,Shrikant Shrihari Mundhe,ss mundhe,shrikant shrihari mundhe
15862,Sunny Singh,Right hand Bat,Right arm Medium fast, ,Sunny Singh,sunny singh,sunny singh
13301,R Bishnoi,Right hand Bat,Right arm Medium fast, ,Rajesh Bishnoi,r bishnoi,rajesh bishnoi
13388,AS Raut,Right hand Bat,Legbreak Googly, ,Abhishek Santosh Raut,as raut,abhishek santosh raut
14765,R Sharma,Right hand Bat,Legbreak Googly, ,Rahul Sharma,r sharma,rahul sharma
15334,RS Sodhi,Right hand Bat,Right arm Medium, ,Reetinder Singh Sodhi,rs sodhi,reetinder singh sodhi
14648,MJ Lumb,Left hand Bat,Right arm Medium, ,Michael John Lumb,mj lumb,michael john lumb
34959,LJ Wright,Right hand Bat,Right arm Medium, ,Luke James Wright,lj wright,luke james wright
14476,R Sathish,Right hand Bat,Right arm Medium, ,Rajagopal Sathish,r sathish,rajagopal sathish
12372,Misbah-ul-Haq,Right hand Bat,Legbreak, ,Misbah-ul-Haq Khan Niazi,misbah-ul-haq,misbah-ul-haq khan niazi
14464,OA Shah,Right hand Bat,Right arm Offbreak, ,Owais Alam Shah,oa shah,owais alam shah
13248,AM Salvi,Right hand Bat,Right arm Medium, ,Aavishkar Madhav Salvi,am salvi,aavishkar madhav salvi
13016,A Nel,Right hand Bat,Right arm Fast medium, ,Andre Nel,a nel,andre nel
16380,NL McCullum,Right hand Bat,Right arm Offbreak, ,Nathan Leslie McCullum,nl mccullum,nathan leslie mccullum
34811,N Saini,Right hand Bat, ,Wicketkeeper,Nitin Saini,n saini,nitin saini
15261,AN Ahmed,Right hand Bat,Right arm Medium fast, ,Abu Nechim Ahmed,an ahmed,abu nechim ahmed
16743,I Malhotra,Right hand Bat,Right arm Medium fast, ,Ishan Malhotra,i malhotra,ishan malhotra
14757,MD Mishra,Right hand Bat,Right arm Offbreak, ,Mohnish Dinesh Mishra,md mishra,mohnish dinesh mishra
34983,RJ Peterson,Left hand Bat,Slow Left arm Orthodox, ,Robin John Peterson,rj peterson,robin john peterson
14463,CA Pujara,Right hand Bat,Legbreak, ,Cheteshwar Arvind Pujara,ca pujara,cheteshwar arvind pujara
14489,A Uniyal,Left hand Bat,Left arm Medium, ,Amit Uniyal,a uniyal,amit uniyal
13651,GR Napier,Right hand Bat,Right arm Medium, ,Graham Richard Napier,gr napier,graham richard napier
14136,J Botha,Right hand Bat,Right arm Offbreak, ,Johan Botha,j botha,johan botha
13227,Kamran Khan,Left hand Bat,Left arm Medium fast, ,Kamran Khan,kamran khan,kamran khan
12454,U Kaul,Left hand Bat, ,Wicketkeeper,Uday Kaul,u kaul,uday kaul
8470,Dhruv Jurel,Right hand Bat, , ,Dhruv Chand Jurel,dhruv jurel,dhruv chand jurel
8386,N Wadhera,Left hand Bat,Legbreak, ,Nehal Wadhera,n wadhera,nehal wadhera
8597,MW Short,Right hand Bat,Right arm Offbreak, ,Matthew William Short,mw short,matthew william short
8433,Abishek Porel,Left hand Bat, ,Wicketkeeper,Abishek Porel,abishek porel,abishek porel
13620,S Tyagi,Right hand Bat,Right arm Medium, ,Sudeep Tyagi,s tyagi,sudeep tyagi
16276,BJ Haddin,Right hand Bat, ,Wicketkeeper,Bradley James Haddin,bj haddin,bradley james haddin
12518,CK Kapugedera,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Chamara Kantha Kapugedera,ck kapugedera,chamara kantha kapugedera
12471,S Anirudha,Right hand Bat, , ,Srikkanth Anirudha,s anirudha,srikkanth anirudha
13384,RJ Quiney,Left hand Bat,Right arm Medium, ,Robert John Quiney,rj quiney,robert john quiney
13260,YA Abdulla,Left hand Bat,Left arm Fast medium, ,Yusuf Adam Abdulla,ya abdulla,yusuf adam abdulla
12650,TM Dilshan,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tillakaratne Mudiyanselage Dilshan,tm dilshan,tillakaratne mudiyanselage dilshan
13551,MN van Wyk,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper,Morne Nico van Wyk,mn van wyk,morne nico van wyk
14206,SS Shaikh,Right hand Bat,Right arm Medium, ,Shoaib Shabbir Shaikh,ss shaikh,shoaib shabbir shaikh
15878,AC Thomas,Right hand Bat,Right arm Fast medium, ,Alfonso Clive Thomas,ac thomas,alfonso clive thomas
15003,PD Collingwood,Right hand Bat,Right arm Medium, ,Paul David Collingwood,pd collingwood,paul david collingwood
15239,AP Dole,Right hand Bat,Right arm Medium fast, ,Aditya Pradip Dole,ap dole,aditya pradip dole
14216,Jaskaran Singh,Right hand Bat,Right arm Medium, ,Jaskaran Singh Buttar,jaskaran singh,jaskaran singh buttar
12850,H Das,Right hand Bat, ,Wicketkeeper,Halhadar Das,h das,halhadar das
33972,AA Chavan,Left hand Bat,Slow Left arm Orthodox, ,Ankeet Anil Chavan,aa chavan,ankeet anil chavan
13986,A Mithun,Right hand Bat,Right arm Medium, ,Abhimanyu Mithun,a mithun,abhimanyu mithun
12339,S Vidyut,Left hand Bat,Slow Left arm Orthodox, ,Vidyut Sivaramakrishnan,s vidyut,vidyut sivaramakrishnan
15851,JEC Franklin,Left hand Bat,Left arm Medium, ,James Edward Charles Franklin,jec franklin,james edward charles franklin
13508,AN Ghosh,Right hand Bat,Right arm Medium, ,Arindam Nanigopal Ghosh,an ghosh,arindam nanigopal ghosh
12422,RR Raje,Right hand Bat,Right arm Fast medium, ,Rohan Ravindra Raje,rr raje,rohan ravindra raje
14008,SS Sarkar,Right hand Bat,Right arm Medium, ,Sourav Subrata Sarkar,ss sarkar,sourav subrata sarkar
15896,RN ten Doeschate,Right hand Bat,Right arm Medium fast, ,Ryan Neil ten Doeschate,rn ten doeschate,ryan neil ten doeschate
15140,DE Bollinger,Left hand Bat,Left arm Fast medium, ,Douglas Erwin Bollinger,de bollinger,douglas erwin bollinger
14567,S Ladda,Right hand Bat,Legbreak, ,Sarabjit Ladda,s ladda,sarabjit ladda
16249,DH Yagnik,Left hand Bat, , ,Dishant Harendra Yagnik,dh yagnik,dishant harendra yagnik
13245,DP Nannes,Right hand Bat,Left arm Fast, ,Dirk Peter Nannes,dp nannes,dirk peter nannes
13810,A Singh,Right hand Bat,Right arm Medium fast, ,Amit Singh,a singh,amit singh
34392,TP Sudhindra,Left hand Bat,Right arm Fast, ,Taduri Prakash Chandra Sudhindra,tp sudhindra,taduri prakash chandra sudhindra
15779,S Randiv,Right hand Bat,Right arm Offbreak, ,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,s randiv,hewa kaluhalamullage suraj randiv kaluhalamulla
13383,PC Valthaty,Right hand Bat,Right arm Medium, ,Paul Chandrashekar Valthaty,pc valthaty,paul chandrashekar valthaty
34554,P Awana,Right hand Bat,Right arm Medium, ,Parvinder Awana,p awana,parvinder awana
12710,Shoaib Akhtar,Right hand Bat,Right arm Fast, ,Shoaib Akhtar,shoaib akhtar,shoaib akhtar
34530,RR Bhatkal,Right hand Bat,Right arm Medium, ,Raju Ravi Bhatkal,rr bhatkal,raju ravi bhatkal
34343,KK Cooper,Right hand Bat,Right arm Medium, ,Kevon Keston Cooper,kk cooper,kevon keston cooper
12661,AD Mascarenhas,Right hand Bat,Right arm Fast medium, ,Adrian Dimitri Mascarenhas,ad mascarenhas,adrian dimitri mascarenhas
14541,JM Kemp,Right hand Bat,Right arm Fast medium, ,Justin Miles Kemp,jm kemp,justin miles kemp
12362,LPC Silva,Right hand Bat,Legbreak, ,Lindamlilage Prageeth Chamara Silva,lpc silva,lindamlilage prageeth chamara silva
12580,SR Tendulkar,Right hand Bat,"Right arm Offbreak, Legbreak Googly", ,Sachin Ramesh Tendulkar,sr tendulkar,sachin ramesh tendulkar
13785,RJ Harris,Right hand Bat,Right arm Fast, ,Ryan James Harris,rj harris,ryan james harris
15339,L Ablish,Right hand Bat,Right arm Medium fast, ,Love Ablish,l ablish,love ablish
15384,S Sriram,Left hand Bat,Slow Left arm Orthodox, ,Sridharan Sriram,s sriram,sridharan sriram
14201,Mashrafe Mortaza,Right hand Bat,Right arm Fast medium, ,Mashrafe Bin Mortaza,mashrafe mortaza,mashrafe bin mortaza
14492,SW Tait,Right hand Bat,Right arm Fast, ,Shaun William Tait,sw tait,shaun william tait
6657,DP Conway,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Devon Philip Conway,dp conway,devon philip conway
13258,VS Malik,Right hand Bat,Right arm Medium, ,Vikramjeet Singh Malik,vs malik,vikramjeet singh malik
4339,N Jagadeesan,Right hand Bat, ,Wicketkeeper,Narayan Jagadeesan,n jagadeesan,narayan jagadeesan
14279,Y Nagar,Right hand Bat,Right arm Offbreak, ,Yogesh Nagar,y nagar,yogesh nagar
1314,IR Jaggi,Right hand Bat,Legbreak Googly, ,Ishank Rajiv Jaggi,ir jaggi,ishank rajiv jaggi
44,Imran Tahir,Right hand Bat,Legbreak Googly, ,Mohammad Imran Tahir,imran tahir,mohammad imran tahir
900,PJ Sangwan,Right hand Bat,Left arm Medium, ,Pradeep Jaibeer Sangwan,pj sangwan,pradeep jaibeer sangwan
11943,MEK Hussey,Left hand Bat,Right arm Medium, ,Michael Edward Killeen Hussey,mek hussey,michael edward killeen hussey
11991,SM Pollock,Right hand Bat,Right arm Fast medium, ,Shaun Maclean Pollock,sm pollock,shaun maclean pollock
35966,MDKJ Perera,Left hand Bat, ,Wicketkeeper,Mathurage Don Kusal Janith Perera,mdkj perera,mathurage don kusal janith perera
38647,JW Hastings,Right hand Bat,Right arm Fast medium, ,John Wayne Hastings,jw hastings,john wayne hastings
7546,Harshit Rana,Right hand Bat,Right arm Fast, ,Harshit Pradeep Rana,harshit rana,harshit pradeep rana
8098,A Tomar,Right hand Bat,Right arm Offbreak, ,Abhijeet Tomar,a tomar,abhijeet tomar
1327,CJ Jordan,Right hand Bat,Right arm Fast medium, ,Christopher James Jordan,cj jordan,christopher james jordan
2315,P Chopra,Right hand Bat,Legbreak Googly,Occasional Wicketkeeper,Prashant Chopra,p chopra,prashant chopra
11971,SK Warne,Right hand Bat,Legbreak Googly, ,Shane Keith Warne,sk warne,shane keith warne
16693,AC Blizzard,Left hand Bat,Left arm Medium, ,Aiden Craig Blizzard,ac blizzard,aiden craig blizzard
36610,DJG Sammy,Right hand Bat,Right arm Medium, ,Daren Julius Garvey Sammy,djg sammy,daren julius garvey sammy
49,KD Karthik,Right hand Bat,Right arm Offbreak,Wicketkeeper,Krishnakumar Dinesh Karthik,kd karthik,krishnakumar dinesh karthik
176,B Stanlake,Left hand Bat,Right arm Fast, ,Billy James Stanlake,b stanlake,billy james stanlake
11940,SB Joshi,Left hand Bat,Slow Left arm Orthodox, ,Sunil Bandacharya Joshi,sb joshi,sunil bandacharya joshi
12746,Younis Khan,Right hand Bat,"Right arm Medium, Legbreak", ,Mohammad Younis Khan,younis khan,mohammad younis khan
40242,P Sahu,Right hand Bat,Legbreak Googly, ,Pardeep Sahu,p sahu,pardeep sahu
418,MM Patel,Right hand Bat,Right arm Medium fast, ,Munaf Musa Patel,mm patel,munaf musa patel
12252,DB Das,Right hand Bat,Legbreak Googly, ,Debabrata Baidya Das,db das,debabrata baidya das
6287,RV Patel,Right hand Bat,Right arm Medium fast, ,Ripal Vinubhai Patel,rv patel,ripal vinubhai patel
12539,T Taibu,Right hand Bat,Right arm Medium,Wicketkeeper,Tatenda Taibu,t taibu,tatenda taibu
34697,CJ McKay,Right hand Bat,Right arm Fast medium, ,Clinton James McKay,cj mckay,clinton james mckay
14360,RA Shaikh,Left hand Bat,Left arm Medium, ,Rahil Akhil Ahmed Shaikh,ra shaikh,rahil akhil ahmed shaikh
44056,MD Choudhary,Right hand Bat,,Wicketkeeper,Mukul Dalip Choudhary,md choudhary,mukul dalip choudhary
2024,L Ngidi,Right hand Bat,Right arm Fast medium, ,Lungisani True-man Ngidi,l ngidi,lungisani true-man ngidi
10109,MA Starc,Left hand Bat,Left arm Fast, ,Mitchell Aaron Starc,ma starc,mitchell aaron starc
76,Sandeep Sharma,Right hand Bat,Right arm Medium, ,Sandeep Sharma,sandeep sharma,sandeep sharma
8748,Vijaykumar Vyshak,Right hand Bat,Right arm Medium, ,Vijaykumar Vyshak,vijaykumar vyshak,vijaykumar vyshak
6047,GHS Garton,Left hand Bat,Left arm Fast, ,George Henry Simmons Garton,ghs garton,george henry simmons garton
54,DS Kulkarni,Right hand Bat,Right arm Medium, ,Dhawal Sunil Kulkarni,ds kulkarni,dhawal sunil kulkarni
69,WP Saha,Right hand Bat, ,Wicketkeeper,Wriddhiman Prasanta Saha,wp saha,wriddhiman prasanta saha
42,A Zampa,Right hand Bat,Legbreak Googly, ,Adam Zampa,a zampa,adam zampa
40725,PSP Handscomb,Right hand Bat, ,Wicketkeeper,Peter Stephen Patrick Handscomb,psp handscomb,peter stephen patrick handscomb
8295,RS Hangargekar,Right hand Bat,Right arm Fast medium, ,Rajvardhan S Hangargekar,rs hangargekar,rajvardhan s hangargekar
67,HM Amla,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Hashim Mahomed Amla,hm amla,hashim mahomed amla
11972,SK Trivedi,Right hand Bat,Right arm Medium, ,Siddharth Kishorkumar Trivedi,sk trivedi,siddharth kishorkumar trivedi
13595,TL Suman,Right hand Bat,Right arm Offbreak, ,Tirumalasetti Laxminarayana Suman,tl suman,tirumalasetti laxminarayana suman
34774,A Ashish Reddy,Right hand Bat,Right arm Medium, ,Ammana Ashish Reddy,a ashish reddy,ammana ashish reddy
12238,B Chipli,Right hand Bat,Right arm Medium, ,Bharat Chipli,b chipli,bharat chipli
14653,S Narwal,Left hand Bat,Right arm Medium, ,Sumit Narwal,s narwal,sumit narwal
12204,SD Chitnis,Right hand Bat,Right arm Offbreak, ,Siddharth Dilip Chitnis,sd chitnis,siddharth dilip chitnis
35864,Sunny Gupta,Right hand Bat,Right arm Offbreak, ,Sunny Gupta,sunny gupta,sunny gupta
31,TG Southee,Right hand Bat,Right arm Medium fast, ,Timothy Grant Southee,tg southee,timothy grant southee
17,BCJ Cutting,Right hand Bat,Right arm Fast medium, ,Benjamin Colin James Cutting,bcj cutting,benjamin colin james cutting
38548,BE Hendricks,Left hand Bat,Left arm Fast medium, ,Beuran Eric Hendricks,be hendricks,beuran eric hendricks
13083,BAW Mendis,Right hand Bat,Right arm Offbreak, ,Balapuwaduge Ajantha Winslow Mendis,baw mendis,balapuwaduge ajantha winslow mendis
12327,SA Asnodkar,Right hand Bat,Right arm Offbreak, ,Swapnil Ashok Asnodkar,sa asnodkar,swapnil ashok asnodkar
11970,D Salunkhe,Right hand Bat,Legbreak, ,Dinesh Salunkhe,d salunkhe,dinesh salunkhe
11966,M Kaif,Right hand Bat,Right arm Offbreak, ,Mohammad Kaif,m kaif,mohammad kaif
36536,IC Pandey,Right hand Bat,Right arm Medium, ,Ishwar Chand Pandey,ic pandey,ishwar chand pandey
14487,P Dogra,Right hand Bat,Legbreak, ,Paras Dogra,p dogra,paras dogra
13692,LA Carseldine,Left hand Bat,Left arm Medium, ,Lee Andrew Carseldine,la carseldine,lee andrew carseldine
19,Bipul Sharma,Left hand Bat,Slow Left arm Orthodox, ,Bipul Sharma,bipul sharma,bipul sharma
4170,JR Philippe,Right hand Bat, ,Wicketkeeper,Joshua Ryan Philippe,jr philippe,joshua ryan philippe
16199,TD Paine,Right hand Bat,Right arm Medium,Wicketkeeper,Timothy David Paine,td paine,timothy david paine
11937,AA Noffke,Right hand Bat,Right arm Fast medium, ,Ashley Allan Noffke,aa noffke,ashley allan noffke
12041,Kamran Akmal,Right hand Bat, ,Wicketkeeper,Kamran Akmal,kamran akmal,kamran akmal
36311,BJ Rohrer,Left hand Bat, ,Occasional Wicketkeeper,Ben James Rohrer,bj rohrer,ben james rohrer
36555,CM Gautam,Right hand Bat, ,Wicketkeeper,Chidhambaram Muralidharen Gautam,cm gautam,chidhambaram muralidharen gautam
41020,F Behardien,Right hand Bat,Right arm Fast medium, ,Farhaan Behardien,f behardien,farhaan behardien
37031,PV Tambe,Right hand Bat,Legbreak, ,Pravin Vijay Tambe,pv tambe,pravin vijay tambe
35892,MC Juneja,Right hand Bat,Right arm Offbreak, ,Manprit Charanjit Juneja,mc juneja,manprit charanjit juneja
41286,ER Dwivedi,Right hand Bat, ,Wicketkeeper,Eklavya Rakesh Dwivedi,er dwivedi,eklavya rakesh dwivedi
35459,K Upadhyay,Right hand Bat,Right arm Medium, ,Krishnakant Upadhyay,k upadhyay,krishnakant upadhyay
37347,MG Neser,Right hand Bat,Right arm Medium fast, ,Michael Gertges Neser,mg neser,michael gertges neser
40895,UT Khawaja,Left hand Bat,Right arm Medium, ,Usman Tariq Khawaja,ut khawaja,usman tariq khawaja
40385,KJ Abbott,Right hand Bat,Right arm Fast medium, ,Kyle John Abbott,kj abbott,kyle john abbott
38924,DJ Muthuswami,Right hand Bat,Right arm Medium, ,Domnic Joseph Muthuswami,dj muthuswami,domnic joseph muthuswami
6360,Anmolpreet Singh,Right hand Bat,Right arm Offbreak, ,Anmolpreet Singh,anmolpreet singh,anmolpreet singh
